Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
276;feminino;grupo B;ensinao medio;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;76;72;77
278;feminino;grupo C;superior completo;matutino;nao;casado;nunca;nao;3;;< 5;72;70;75
279;masculino;grupo B;ensinao medio;matutino;sim;solteiro;regularmente;nao;3;onibus;< 5;64;78;81
280;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;0;onibus;< 5;65;52;47
281;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;< 5;60;55;46
282;feminino;grupo B;mestrado;matutino;nao;casado;regularmente;sim;;onibus;> 10;70;67;73
283;feminino;;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;1;;< 5;64;72;71
284;feminino;grupo D;ensinao medio;vespertino;sim;solteiro;regularmente;sim;1;onibus;> 10;46;58;66
285;masculino;grupo B;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;4;onibus;< 5;56;76;76
286;feminino;;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;carro;> 10;63;48;42
287;masculino;grupo B;superior incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;> 5 < 10;77;83;85
288;feminino;grupo B;some ensinao medio incompleto;matutino;nao;casado;nunca;sim;3;carro;< 5;64;69;62
289;masculino;grupo D;mestrado;matutino;nao;solteiro;eventualmente;sim;3;;> 10;54;69;70
290;masculino;grupo C;mestrado;matutino;nao;divorciado;regularmente;nao;3;onibus;< 5;70;60;63
291;feminino;grupo B;mestrado;vespertino;nao;casado;regularmente;nao;1;onibus;> 5 < 10;76;75;73
292;feminino;grupo D;;matutino;nao;casado;eventualmente;nao;4;carro;> 5 < 10;71;77;80
293;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;nunca;sim;1;carro;;53;66;54
294;feminino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;68;64;75
295;masculino;grupo E;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;54;71;66
296;feminino;grupo C;ensinao medio;vespertino;nao;casado;regularmente;sim;2;;> 5 < 10;72;58;58
297;masculino;grupo E;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;nao;3;onibus;> 5 < 10;56;61;55
299;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;3;onibus;> 5 < 10;53;73;63
300;masculino;grupo E;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;0;carro;< 5;86;84;88
301;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;casado;regularmente;nao;1;onibus;< 5;66;53;49
302;masculino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;onibus;> 5 < 10;61;71;74
303;feminino;grupo C;mestrado;matutino;nao;casado;regularmente;sim;1;carro;< 5;75;59;58
305;feminino;grupo D;ensinao medio incompleto;matutino;sim;casado;regularmente;;1;onibus;> 5 < 10;93;100;100
306;masculino;grupo E;mestrado;vespertino;sim;divorciado;regularmente;sim;3;carro;> 10;80;85;87
308;feminino;grupo A;ensinao medio incompleto;matutino;nao;casado;regularmente;nao;2;onibus;> 5 < 10;76;76;64
309;masculino;grupo A;superior completo;matutino;sim;casado;eventualmente;sim;0;;> 5 < 10;71;82;91
310;masculino;grupo B;superior completo;matutino;nao;casado;regularmente;sim;1;onibus;< 5;72;67;69
311;feminino;grupo D;ensinao medio;matutino;nao;casado;regularmente;sim;4;onibus;> 5 < 10;97;93;85
312;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;viuvo;eventualmente;sim;;carro;> 10;39;52;42
313;masculino;grupo A;ensinao medio incompleto;vespertino;nao;casado;regularmente;nao;7;carro;> 5 < 10;36;44;47
314;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;4;onibus;< 5;36;44;41
315;feminino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;nunca;sim;2;onibus;> 5 < 10;84;95;87
316;masculino;grupo C;superior completo;matutino;sim;casado;eventualmente;sim;3;onibus;> 5 < 10;100;100;100
317;feminino;grupo A;superior incompleto;matutino;nao;casado;regularmente;sim;0;carro;> 5 < 10;50;53;42
318;masculino;;;matutino;nao;divorciado;eventualmente;sim;4;onibus;> 5 < 10;43;50;46
319;feminino;grupo B;ensinao medio;matutino;sim;solteiro;regularmente;sim;4;carro;> 5 < 10;81;80;75
320;feminino;;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;3;carro;< 5;67;78;73
321;masculino;;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;1;carro;< 5;57;56;59
322;masculino;;superior incompleto;matutino;nao;casado;regularmente;sim;1;onibus;> 5 < 10;60;64;62
323;masculino;grupo D;ensinao medio;matutino;nao;casado;nunca;sim;1;onibus;> 5 < 10;57;52;56
324;masculino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;sim;;carro;> 5 < 10;62;64;61
325;masculino;grupo C;superior completo;matutino;sim;casado;eventualmente;nao;1;onibus;> 5 < 10;71;63;69
326;masculino;grupo D;ensinao medio;matutino;sim;solteiro;eventualmente;sim;0;onibus;> 5 < 10;72;71;69
327;feminino;grupo D;superior completo;vespertino;nao;solteiro;nunca;nao;2;onibus;> 5 < 10;69;67;65
328;masculino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;1;;< 5;57;62;69
329;feminino;grupo A;ensinao medio incompleto;vespertino;nao;solteiro;;nao;1;carro;< 5;44;37;30
331;masculino;grupo B;superior incompleto;vespertino;nao;divorciado;regularmente;sim;4;onibus;< 5;40;55;52
333;feminino;grupo C;superior incompleto;matutino;nao;divorciado;eventualmente;sim;6;onibus;< 5;75;74;75
334;feminino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;34;46;43
335;masculino;grupo A;ensinao medio incompleto;vespertino;nao;casado;nunca;sim;3;carro;> 10;59;77;74
336;masculino;grupo B;ensinao medio;matutino;sim;solteiro;eventualmente;sim;2;onibus;< 5;83;90;89
337;feminino;grupo C;superior completo;matutino;sim;solteiro;eventualmente;sim;2;carro;> 5 < 10;83;78;84
338;feminino;grupo A;ensinao medio;matutino;nao;viuvo;regularmente;nao;1;onibus;> 5 < 10;64;66;67
339;masculino;grupo B;superior incompleto;vespertino;nao;casado;eventualmente;sim;1;;< 5;35;51;38
340;feminino;grupo D;superior completo;matutino;nao;casado;regularmente;sim;4;onibus;< 5;92;82;84
341;feminino;grupo D;ensinao medio incompleto;vespertino;sim;casado;nunca;sim;1;carro;> 5 < 10;60;74;77
342;feminino;grupo B;ensinao medio incompleto;vespertino;sim;casado;regularmente;nao;3;carro;> 5 < 10;29;51;49
343;feminino;grupo D;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;3;carro;> 5 < 10;39;56;48
344;feminino;grupo E;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;3;onibus;< 5;62;67;57
345;masculino;grupo D;superior incompleto;vespertino;nao;solteiro;nunca;sim;0;carro;> 5 < 10;35;51;53
346;feminino;grupo C;;matutino;nao;casado;eventualmente;sim;0;carro;< 5;65;68;57
347;feminino;;ensinao medio incompleto;matutino;nao;casado;nunca;nao;3;onibus;> 5 < 10;77;85;87
348;feminino;grupo C;mestrado;vespertino;nao;casado;regularmente;sim;0;onibus;> 10;76;88;85
349;feminino;grupo C;;matutino;sim;divorciado;eventualmente;nao;2;carro;> 5 < 10;76;73;76
350;masculino;grupo B;superior incompleto;matutino;sim;solteiro;regularmente;sim;6;onibus;;65;83;82
352;masculino;grupo C;;matutino;nao;casado;eventualmente;nao;4;onibus;< 5;67;61;62
353;masculino;grupo A;superior incompleto;vespertino;nao;casado;regularmente;sim;3;onibus;< 5;72;63;57
354;feminino;grupo A;ensinao medio;matutino;sim;casado;eventualmente;nao;1;carro;> 5 < 10;77;85;82
355;masculino;;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;sim;4;carro;> 10;54;71;62
356;feminino;grupo C;ensinao medio;matutino;sim;;regularmente;nao;2;onibus;< 5;57;58;56
357;feminino;grupo D;superior incompleto;matutino;nao;casado;regularmente;nao;1;carro;> 5 < 10;55;64;68
358;feminino;grupo D;superior completo;matutino;sim;divorciado;nunca;nao;1;carro;> 5 < 10;80;84;85
359;masculino;grupo C;some ensinao medio incompleto;matutino;sim;;regularmente;nao;1;onibus;> 5 < 10;78;88;88
360;masculino;grupo B;ensinao medio;vespertino;sim;casado;regularmente;nao;2;carro;> 5 < 10;81;83;83
361;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;carro;> 5 < 10;70;65;64
362;feminino;grupo A;ensinao medio;matutino;nao;casado;eventualmente;sim;1;onibus;< 5;77;64;60
363;masculino;grupo E;mestrado;vespertino;nao;solteiro;eventualmente;nao;1;carro;> 5 < 10;74;82;81
364;feminino;grupo E;superior incompleto;matutino;;casado;eventualmente;sim;5;onibus;> 10;85;76;74
365;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;2;onibus;< 5;42;55;51
366;masculino;grupo A;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;3;onibus;> 5 < 10;75;63;58
367;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;sim;2;onibus;> 5 < 10;67;80;80
368;masculino;grupo B;ensinao medio;matutino;nao;casado;nunca;sim;0;onibus;> 10;53;58;51
369;feminino;grupo B;mestrado;matutino;nao;divorciado;regularmente;sim;1;onibus;< 5;71;71;62
370;masculino;;ensinao medio incompleto;matutino;sim;divorciado;eventualmente;nao;1;carro;< 5;49;69;71
371;masculino;grupo E;superior completo;matutino;nao;casado;regularmente;nao;5;onibus;> 5 < 10;79;60;59
372;feminino;grupo E;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;;onibus;> 5 < 10;71;53;57
373;feminino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;;carro;> 5 < 10;50;54;62
374;feminino;grupo E;ensinao medio incompleto;matutino;;divorciado;eventualmente;sim;6;onibus;> 5 < 10;62;58;59
375;masculino;grupo B;ensinao medio incompleto;matutino;nao;solteiro;nunca;nao;5;onibus;> 10;60;75;68
376;masculino;grupo C;ensinao medio incompleto;vespertino;;casado;regularmente;sim;5;onibus;> 10;62;66;59
377;feminino;grupo C;ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;3;onibus;> 10;48;52;49
378;feminino;grupo D;;matutino;nao;casado;regularmente;sim;0;carro;> 10;85;77;78
379;masculino;grupo C;superior completo;matutino;nao;casado;regularmente;sim;3;carro;> 5 < 10;71;87;88
380;feminino;grupo C;ensinao medio;vespertino;nao;casado;eventualmente;nao;2;onibus;< 5;56;64;55
381;feminino;grupo D;ensinao medio;vespertino;nao;solteiro;eventualmente;sim;0;onibus;> 5 < 10;67;72;69
382;feminino;grupo C;superior completo;vespertino;nao;divorciado;regularmente;sim;2;onibus;> 5 < 10;39;52;52
383;masculino;grupo B;ensinao medio incompleto;matutino;nao;casado;regularmente;;2;onibus;> 5 < 10;83;78;82
384;feminino;grupo D;ensinao medio incompleto;matutino;;casado;eventualmente;sim;0;onibus;> 5 < 10;80;67;67
385;masculino;;superior incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;> 10;90;89;89
386;masculino;grupo B;;matutino;nao;solteiro;nunca;sim;2;onibus;> 5 < 10;63;73;72
387;masculino;grupo B;;vespertino;nao;solteiro;eventualmente;sim;4;carro;> 5 < 10;30;34;28
388;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;;4;;< 5;85;90;84
389;feminino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;nunca;sim;2;;> 5 < 10;81;77;71
390;masculino;grupo E;ensinao medio;vespertino;nao;casado;regularmente;sim;1;onibus;> 5 < 10;70;66;75
391;masculino;grupo A;ensinao medio;matutino;sim;casado;eventualmente;nao;3;carro;> 5 < 10;45;41;36
392;masculino;grupo E;superior completo;matutino;nao;divorciado;eventualmente;sim;1;carro;> 10;100;89;81
393;masculino;grupo C;superior completo;vespertino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;66;61;62
394;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;1;carro;< 5;47;54;49
395;feminino;grupo C;superior completo;matutino;;casado;regularmente;sim;1;onibus;> 5 < 10;74;69;71
396;masculino;grupo E;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;85;78;73
397;masculino;grupo C;superior incompleto;matutino;sim;casado;regularmente;sim;0;onibus;< 5;91;85;88
398;masculino;grupo C;;matutino;sim;solteiro;regularmente;sim;3;carro;> 10;72;76;72
399;feminino;grupo B;superior incompleto;matutino;nao;casado;nunca;nao;1;carro;< 5;70;63;58
400;masculino;grupo C;mestrado;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;55;60;70
401;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;nao;1;carro;< 5;68;52;51
402;feminino;grupo C;;matutino;;casado;;sim;1;onibus;< 5;68;65;60
403;masculino;;superior completo;vespertino;nao;casado;eventualmente;nao;5;onibus;> 5 < 10;53;66;74
404;feminino;grupo B;ensinao medio;matutino;sim;casado;eventualmente;sim;3;carro;> 5 < 10;70;72;71
405;masculino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;5;carro;< 5;54;56;53
406;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;0;onibus;< 5;85;72;73
408;masculino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;4;carro;< 5;59;66;64
409;masculino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;1;onibus;> 10;94;80;75
410;masculino;grupo B;ensinao medio incompleto;matutino;;divorciado;eventualmente;nao;1;onibus;> 10;56;61;59
411;feminino;grupo E;mestrado;matutino;nao;solteiro;nunca;sim;0;carro;> 5 < 10;88;74;75
412;feminino;grupo A;superior completo;matutino;nao;solteiro;eventualmente;nao;1;carro;> 10;87;83;85
413;feminino;grupo C;some ensinao medio incompleto;matutino;;solteiro;regularmente;nao;4;;> 5 < 10;65;72;71
414;masculino;grupo B;superior completo;matutino;sim;casado;eventualmente;sim;2;carro;> 5 < 10;73;75;80
415;feminino;grupo E;ensinao medio incompleto;vespertino;nao;divorciado;regularmente;nao;3;carro;> 5 < 10;72;66;63
416;feminino;grupo D;superior incompleto;matutino;sim;casado;eventualmente;nao;4;carro;> 5 < 10;52;55;60
417;masculino;grupo B;ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;2;carro;> 10;49;62;56
419;feminino;grupo D;some ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;0;;< 5;65;71;72
420;masculino;grupo B;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;2;onibus;;66;66;74
421;feminino;grupo D;some ensinao medio incompleto;vespertino;sim;divorciado;eventualmente;sim;2;;> 5 < 10;50;52;56
422;masculino;grupo A;superior incompleto;matutino;nao;casado;eventualmente;sim;;onibus;< 5;48;56;53
424;feminino;grupo C;mestrado;vespertino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;88;89;83
425;masculino;grupo C;ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;1;onibus;> 5 < 10;27;41;34
426;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;;> 5 < 10;24;21;12
427;feminino;;superior incompleto;matutino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;59;57;52
428;masculino;grupo C;superior incompleto;matutino;nao;solteiro;eventualmente;sim;1;carro;> 10;64;74;67
429;feminino;grupo B;ensinao medio;vespertino;nao;solteiro;eventualmente;nao;1;onibus;> 5 < 10;50;44;49
431;feminino;grupo A;ensinao medio;matutino;nao;casado;eventualmente;nao;;onibus;> 5 < 10;43;52;50
432;masculino;grupo B;ensinao medio;matutino;nao;casado;regularmente;sim;3;carro;> 10;68;72;71
433;feminino;grupo A;superior incompleto;vespertino;nao;divorciado;regularmente;sim;1;onibus;> 10;38;37;41
434;masculino;grupo D;some ensinao medio incompleto;matutino;;casado;eventualmente;sim;1;onibus;> 5 < 10;54;56;52
435;feminino;grupo B;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;2;onibus;< 5;59;65;58
436;feminino;grupo D;superior incompleto;matutino;nao;casado;regularmente;nao;4;onibus;> 5 < 10;59;75;74
437;masculino;grupo B;ensinao medio incompleto;matutino;sim;casado;regularmente;sim;0;carro;> 5 < 10;87;100;100
438;masculino;grupo B;ensinao medio;vespertino;nao;divorciado;eventualmente;sim;4;;> 10;51;59;53
439;masculino;grupo E;some ensinao medio incompleto;vespertino;sim;solteiro;nunca;sim;;carro;> 10;80;77;82
440;feminino;grupo C;some ensinao medio incompleto;vespertino;sim;divorciado;regularmente;sim;0;onibus;> 5 < 10;70;68;73
441;feminino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;regularmente;sim;1;onibus;< 5;68;73;69
442;feminino;grupo B;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;;carro;> 5 < 10;59;67;66
443;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;nunca;sim;1;onibus;> 5 < 10;54;70;66
444;feminino;grupo B;;matutino;nao;casado;nunca;sim;;onibus;< 5;50;58;57
445;masculino;grupo C;superior incompleto;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;40;65;56
446;feminino;grupo A;;matutino;sim;casado;regularmente;sim;3;carro;> 5 < 10;67;58;63
447;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;2;carro;> 10;61;71;64
448;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;3;carro;> 5 < 10;85;90;84
449;masculino;grupo A;;matutino;nao;casado;regularmente;nao;4;onibus;> 5 < 10;63;56;60
450;masculino;grupo E;;matutino;sim;casado;eventualmente;sim;3;onibus;> 10;100;95;100
451;feminino;grupo C;ensinao medio incompleto;vespertino;nao;divorciado;;sim;1;carro;< 5;47;40;31
452;masculino;grupo B;superior completo;matutino;nao;divorciado;regularmente;sim;3;carro;> 5 < 10;85;93;92
453;feminino;grupo D;superior incompleto;matutino;;casado;nunca;nao;2;onibus;> 10;75;85;82
454;masculino;grupo B;superior completo;matutino;nao;casado;regularmente;sim;1;onibus;> 5 < 10;61;76;71
455;masculino;grupo E;superior incompleto;matutino;nao;casado;regularmente;nao;6;;> 5 < 10;84;74;72
456;masculino;grupo A;superior incompleto;matutino;;casado;eventualmente;nao;3;onibus;> 5 < 10;79;78;71
457;feminino;;superior incompleto;matutino;nao;solteiro;eventualmente;sim;1;carro;> 5 < 10;67;63;56
458;feminino;grupo C;ensinao medio incompleto;vespertino;sim;casado;;sim;2;onibus;> 5 < 10;52;76;74
459;feminino;grupo E;ensinao medio;matutino;sim;casado;eventualmente;sim;2;;> 10;75;81;85
460;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;nao;;carro;> 5 < 10;70;77;79
461;masculino;grupo C;;vespertino;sim;casado;eventualmente;sim;5;carro;> 5 < 10;61;72;72
462;masculino;grupo C;ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;1;carro;< 5;59;72;67
463;masculino;grupo A;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;sim;3;onibus;< 5;46;38;37
464;feminino;grupo E;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;;carro;> 10;80;78;72
465;masculino;grupo C;mestrado;vespertino;nao;casado;regularmente;sim;3;;> 5 < 10;41;44;50
466;masculino;grupo B;superior incompleto;vespertino;sim;casado;regularmente;sim;0;onibus;> 5 < 10;74;79;70
467;feminino;grupo C;superior completo;vespertino;nao;casado;regularmente;nao;1;carro;> 5 < 10;75;73;66
469;masculino;grupo C;ensinao medio;matutino;nao;divorciado;regularmente;sim;1;carro;< 5;67;77;74
470;masculino;grupo A;superior incompleto;vespertino;nao;casado;regularmente;sim;2;;> 10;63;63;61
471;masculino;grupo D;;vespertino;sim;solteiro;eventualmente;nao;4;onibus;> 5 < 10;65;67;62
472;masculino;grupo E;superior completo;matutino;sim;casado;eventualmente;sim;0;carro;> 10;86;83;86
473;masculino;grupo C;superior incompleto;matutino;nao;casado;nunca;nao;3;onibus;> 5 < 10;74;73;72
474;feminino;grupo D;superior incompleto;matutino;nao;casado;regularmente;sim;0;carro;> 10;76;63;62
476;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;regularmente;;3;;< 5;55;66;65
478;masculino;grupo D;ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;2;onibus;> 5 < 10;55;53;59
479;masculino;grupo D;superior completo;matutino;nao;solteiro;eventualmente;sim;1;onibus;> 5 < 10;64;60;63
480;feminino;grupo A;mestrado;matutino;nao;solteiro;regularmente;sim;3;onibus;> 5 < 10;64;50;46
481;masculino;grupo E;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;3;carro;< 5;77;76;73
482;masculino;grupo B;superior incompleto;vespertino;sim;divorciado;eventualmente;sim;1;;> 5 < 10;69;66;67
483;feminino;grupo D;superior incompleto;matutino;;divorciado;nunca;sim;3;;> 10;76;77;77
484;feminino;grupo C;;matutino;nao;casado;eventualmente;nao;3;onibus;> 5 < 10;68;77;81
485;feminino;grupo C;ensinao medio;matutino;nao;viuvo;regularmente;sim;2;carro;> 5 < 10;58;71;70
486;feminino;grupo D;;matutino;nao;solteiro;regularmente;nao;4;carro;> 10;72;87;93
487;feminino;grupo D;superior completo;matutino;nao;casado;eventualmente;sim;;carro;> 5 < 10;52;65;65
488;feminino;grupo D;ensinao medio;matutino;nao;casado;nunca;sim;0;onibus;;56;68;68
489;feminino;grupo D;mestrado;vespertino;sim;casado;eventualmente;sim;1;onibus;> 5 < 10;62;73;82
490;feminino;grupo C;;matutino;nao;casado;eventualmente;sim;3;onibus;> 5 < 10;10;27;25
491;feminino;grupo C;superior incompleto;matutino;nao;divorciado;;nao;1;carro;> 5 < 10;55;68;65
493;masculino;grupo B;mestrado;matutino;sim;casado;eventualmente;sim;3;carro;> 5 < 10;74;83;87
494;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;;> 5 < 10;72;71;74
495;feminino;grupo C;superior incompleto;matutino;sim;casado;regularmente;sim;2;carro;> 5 < 10;51;49;51
496;masculino;;some ensinao medio incompleto;matutino;sim;divorciado;nunca;sim;2;onibus;> 5 < 10;80;96;89
497;masculino;grupo D;;matutino;nao;casado;eventualmente;nao;3;onibus;;69;65;62
498;masculino;grupo C;superior completo;matutino;sim;casado;eventualmente;nao;3;onibus;> 5 < 10;80;71;77
499;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;carro;< 5;60;60;55
500;feminino;grupo D;ensinao medio;matutino;nao;casado;nunca;;0;carro;< 5;61;66;69
502;masculino;grupo E;mestrado;vespertino;nao;solteiro;regularmente;sim;3;carro;< 5;67;76;77
503;feminino;grupo C;some ensinao medio incompleto;matutino;;casado;eventualmente;nao;3;onibus;< 5;51;49;44
504;masculino;grupo D;superior incompleto;matutino;nao;casado;regularmente;sim;3;onibus;> 10;71;75;77
505;feminino;grupo E;superior completo;matutino;nao;casado;regularmente;sim;1;;< 5;91;92;85
506;feminino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;2;carro;> 10;70;84;87
507;feminino;grupo D;;vespertino;;divorciado;eventualmente;sim;3;carro;> 5 < 10;76;87;86
508;masculino;grupo C;superior incompleto;matutino;nao;casado;nunca;nao;;onibus;> 10;53;57;53
509;feminino;grupo D;superior incompleto;vespertino;sim;casado;eventualmente;sim;2;carro;< 5;60;62;56
510;feminino;grupo D;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;2;carro;> 10;36;47;47
511;masculino;grupo C;superior incompleto;matutino;nao;divorciado;eventualmente;sim;5;carro;> 5 < 10;73;90;77
512;masculino;grupo C;ensinao medio;vespertino;;casado;regularmente;sim;2;onibus;< 5;87;87;83
513;feminino;grupo C;ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;nao;1;onibus;< 5;72;72;66
514;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;54;70;66
515;masculino;grupo C;superior incompleto;vespertino;sim;divorciado;eventualmente;nao;3;carro;> 10;47;49;48
516;masculino;grupo D;superior incompleto;matutino;nao;casado;nunca;sim;2;onibus;< 5;71;65;63
517;feminino;grupo B;superior completo;vespertino;sim;divorciado;nunca;sim;1;carro;> 10;85;80;81
518;feminino;grupo C;mestrado;matutino;sim;casado;regularmente;sim;4;onibus;> 5 < 10;66;80;75
519;masculino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;2;onibus;> 10;78;74;79
521;masculino;grupo B;superior incompleto;matutino;nao;casado;regularmente;sim;2;carro;< 5;73;69;66
523;masculino;grupo A;ensinao medio;vespertino;nao;casado;nunca;sim;2;onibus;> 5 < 10;60;57;49
524;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;5;onibus;< 5;76;66;64
525;feminino;grupo D;superior incompleto;vespertino;;divorciado;regularmente;sim;;onibus;< 5;60;64;62
526;masculino;grupo C;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;;carro;> 5 < 10;34;48;44
527;feminino;grupo D;ensinao medio;vespertino;sim;divorciado;regularmente;nao;5;onibus;> 5 < 10;73;73;75
528;masculino;;ensinao medio;vespertino;nao;divorciado;nunca;sim;5;onibus;> 5 < 10;58;72;69
529;masculino;grupo D;some ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;2;onibus;> 10;64;61;65
530;feminino;grupo C;;vespertino;nao;solteiro;regularmente;sim;0;carro;> 5 < 10;56;54;49
531;masculino;grupo D;superior completo;matutino;sim;casado;regularmente;sim;0;carro;< 5;86;93;91
532;masculino;grupo C;superior incompleto;matutino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;92;78;71
533;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;1;;> 5 < 10;89;73;69
534;masculino;grupo C;superior incompleto;matutino;nao;casado;regularmente;sim;1;onibus;< 5;68;65;62
535;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;7;onibus;> 5 < 10;54;58;52
536;masculino;grupo C;ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;1;onibus;> 5 < 10;80;74;78
537;feminino;grupo A;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;2;carro;< 5;75;68;65
538;feminino;grupo E;superior incompleto;matutino;sim;divorciado;eventualmente;sim;0;onibus;< 5;73;74;80
539;masculino;grupo B;ensinao medio incompleto;matutino;nao;;regularmente;;3;onibus;< 5;56;70;66
540;masculino;grupo E;superior completo;matutino;nao;casado;nunca;nao;1;onibus;> 5 < 10;97;78;82
542;masculino;grupo C;superior incompleto;vespertino;sim;solteiro;eventualmente;;3;carro;< 5;52;45;50
543;masculino;grupo C;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;4;onibus;> 10;58;51;49
544;masculino;grupo B;some ensinao medio incompleto;vespertino;sim;casado;nunca;nao;3;onibus;> 10;50;51;51
545;feminino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;3;carro;> 10;57;58;51
546;masculino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;nao;3;onibus;> 10;70;70;73
